
input/input1.dat ================================     ================     ================================

-0.02312 -0.00108 -0.00057 0.00003 0.00000 0.00000 (22 / 10000) - (3919)
-0.02077 0.00024 0.00043 0.00001 0.00000 0.00000 (23 / 10000) - (3920)
-0.01804 0.00166 0.00089 -0.00006 0.00000 0.00000 (24 / 10000) - (3921)
-0.01493 0.00314 -0.00048 0.00002 0.00000 0.00000 (25 / 10000) - (3922)
-0.01140 0.00465 -0.00117 0.00014 0.00000 0.00000 (26 / 10000) - (3923)
-0.00751 0.00612 0.00084 -0.00010 0.00000 0.00000 (27 / 10000) - (3924)
-0.00324 0.00750 0.00124 -0.00024 0.00000 0.00000 (28 / 10000) - (3925)
0.00127 0.00867 -0.00151 0.00034 0.00000 0.00000 (29 / 10000) - (3926)
0.00593 0.00951 -0.00059 0.00019 0.00000 0.00000 (30 / 10000) - (3927)
0.01055 0.00997 0.00188 -0.00067 0.00000 0.00000 (31 / 10000) - (3928)
0.01482 0.00987 -0.00082 0.00034 0.00000 0.00000 (32 / 10000) - (3929)
0.01856 0.00921 -0.00089 0.00054 0.00000 0.00000 (33 / 10000) - (3930)
0.02138 0.00796 0.00100 -0.00082 0.00000 0.00000 (34 / 10000) - (3931)
0.02286 0.00613 -0.00025 0.00034 0.00000 0.00000 (35 / 10000) - (3932)
0.02291 0.00388 0.00026 0.00022 0.00000 0.00000 (36 / 10000) - (3933)
0.02140 0.00137 -0.00109 -0.00020 0.00000 0.00000 (37 / 10000) - (3934)
0.01820 -0.00122 0.00142 -0.00005 0.00000 0.00000 (38 / 10000) - (3935)
0.01357 -0.00371 -0.00040 0.00004 0.00000 0.00000 (39 / 10000) - (3936)
0.00789 -0.00600 -0.00133 0.00033 0.00000 0.00000 (40 / 10000) - (3937)
0.00158 -0.00795 0.00238 -0.00066 0.00000 0.00000 (41 / 10000) - (3938)
-0.00496 -0.00953 -0.00241 0.00072 0.00000 0.00000 (42 / 10000) - (3939)
-0.01132 -0.01072 0.00176 -0.00054 0.00000 0.00000 (43 / 10000) - (3940)
-0.01717 -0.01155 -0.00081 0.00023 0.00000 0.00000 (44 / 10000) - (3941)
-0.02230 -0.01203 0.00002 0.00005 0.00000 0.00000 (45 / 10000) - (3942)
-0.02653 -0.01216 0.00041 -0.00021 0.00000 0.00000 (46 / 10000) - (3943)
-0.02974 -0.01195 -0.00052 0.00026 0.00000 0.00000 (47 / 10000) - (3944)
-0.03190 -0.01138 0.00048 -0.00025 0.00000 0.00000 (48 / 10000) - (3945)
-0.03295 -0.01043 -0.00039 0.00021 0.00000 0.00000 (49 / 10000) - (3946)
-0.03286 -0.00907 0.00033 -0.00016 0.00000 0.00000 (50 / 10000) - (3947)
-0.03155 -0.00725 -0.00029 0.00012 0.00000 0.00000 (51 / 10000) - (3948)
-0.02894 -0.00495 0.00029 -0.00010 0.00000 0.00000 (52 / 10000) - (3949)
-0.02494 -0.00220 -0.00027 0.00008 0.00000 0.00000 (53 / 10000) - (3950)
-0.01949 0.00091 0.00017 -0.00007 0.00000 0.00000 (54 / 10000) - (3951)
-0.01261 0.00414 0.00011 0.00004 0.00000 0.00000 (55 / 10000) - (3952)
-0.00456 0.00709 -0.00066 0.00007 0.00000 0.00000 (56 / 10000) - (3953)
0.00412 0.00923 0.00145 -0.00035 0.00000 0.00000 (57 / 10000) - (3954)
0.01249 0.01001 -0.00213 0.00080 0.00000 0.00000 (58 / 10000) - (3955)
0.01924 0.00907 0.00207 -0.00122 0.00000 0.00000 (59 / 10000) - (3956)
0.02295 0.00643 -0.00081 0.00119 0.00000 0.00000 (60 / 10000) - (3957)
0.02255 0.00265 -0.00119 -0.00059 0.00000 0.00000 (61 / 10000) - (3958)
0.01795 -0.00146 0.00278 -0.00021 0.00000 0.00000 (62 / 10000) - (3959)
0.01011 -0.00520 -0.00277 0.00062 0.00000 0.00000 (63 / 10000) - (3960)
0.00068 -0.00817 0.00095 -0.00031 0.00000 0.00000 (64 / 10000) - (3961)
-0.00883 -0.01028 0.00130 -0.00036 0.00000 0.00000 (65 / 10000) - (3962)
-0.01745 -0.01158 -0.00241 0.00077 0.00000 0.00000 (66 / 10000) - (3963)
-0.02442 -0.01212 0.00200 -0.00071 0.00000 0.00000 (67 / 10000) - (3964)
-0.02937 -0.01198 -0.00094 0.00044 0.00000 0.00000 (68 / 10000) - (3965)
-0.03221 -0.01117 -0.00029 -0.00010 0.00000 0.00000 (69 / 10000) - (3966)
-0.03296 -0.00964 0.00105 -0.00011 0.00000 0.00000 (70 / 10000) - (3967)
-0.03160 -0.00734 -0.00059 0.00016 0.00000 0.00000 (71 / 10000) - (3968)
-0.02803 -0.00428 -0.00099 -0.00013 0.00000 0.00000 (72 / 10000) - (3969)
-0.02202 -0.00045 0.00247 -0.00005 0.00000 0.00000 (73 / 10000) - (3970)
-0.01355 0.00374 -0.00213 0.00025 0.00000 0.00000 (74 / 10000) - (3971)
-0.00335 0.00746 -0.00195 0.00031 0.00000 0.00000 (75 / 10000) - (3972)
0.00780 0.00988 0.00460 -0.00144 0.00000 0.00000 (76 / 10000) - (3973)
0.01735 0.00957 -0.00230 0.00126 0.00000 0.00000 (77 / 10000) - (3974)
0.02262 0.00670 -0.00079 0.00085 0.00000 0.00000 (78 / 10000) - (3975)
0.02226 0.00205 -0.00188 -0.00060 0.00000 0.00000 (79 / 10000) - (3976)
0.01519 -0.00293 0.00182 -0.00031 0.00000 0.00000 (80 / 10000) - (3977)
0.00475 -0.00706 0.00401 -0.00098 0.00000 0.00000 (81 / 10000) - (3978)
-0.00705 -0.00996 -0.00394 0.00126 0.00000 0.00000 (82 / 10000) - (3979)
-0.01743 -0.01156 -0.00115 0.00030 0.00000 0.00000 (83 / 10000) - (3980)
-0.02556 -0.01213 0.00226 -0.00081 0.00000 0.00000 (84 / 10000) - (3981)
-0.03066 -0.01173 0.00019 0.00013 0.00000 0.00000 (85 / 10000) - (3982)
-0.03285 -0.01035 -0.00111 0.00033 0.00000 0.00000 (86 / 10000) - (3983)
-0.03215 -0.00799 -0.00090 -0.00016 0.00000 0.00000 (87 / 10000) - (3984)
-0.02805 -0.00432 0.00014 -0.00015 0.00000 0.00000 (88 / 10000) - (3985)
-0.02143 -0.00012 0.00260 0.00000 0.00000 0.00000 (89 / 10000) - (3986)
-0.01114 0.00475 -0.00251 0.00035 0.00000 0.00000 (90 / 10000) - (3987)
0.00113 0.00874 -0.00502 0.00112 0.00000 0.00000 (91 / 10000) - (3988)
0.01336 0.00998 0.00212 -0.00094 0.00000 0.00000 (92 / 10000) - (3989)
0.02197 0.00796 0.00248 -0.00209 0.00000 0.00000 (93 / 10000) - (3990)
0.02239 0.00284 0.00053 0.00008 0.00000 0.00000 (94 / 10000) - (3991)
0.01581 -0.00281 0.00483 -0.00063 0.00000 0.00000 (95 / 10000) - (3992)
0.00349 -0.00738 0.00139 -0.00030 0.00000 0.00000 (96 / 10000) - (3993)
-0.00966 -0.01045 -0.00445 0.00147 0.00000 0.00000 (97 / 10000) - (3994)
-0.02061 -0.01186 -0.00281 0.00089 0.00000 0.00000 (98 / 10000) - (3995)
-0.02837 -0.01204 0.00072 -0.00043 0.00000 0.00000 (99 / 10000) - (3996)
-0.03231 -0.01100 0.00128 -0.00047 0.00000 0.00000 (100 / 10000) - (3997)
-0.03256 -0.00875 0.00142 -0.00002 0.00000 0.00000 (101 / 10000) - (3998)
-0.02920 -0.00518 0.00135 0.00021 0.00000 0.00000 (102 / 10000) - (3999)
-0.02884 -0.00810 0.00000 0.00000 0.00000 0.00000 (103 / 10000) - (4000)
-0.02884 -0.00809 0.00001 0.00000 0.00000 0.00000 (104 / 10000) - (4001)
-0.02883 -0.00805 0.00002 0.00000 0.00000 0.00000 (105 / 10000) - (4002)
-0.02881 -0.00798 0.00003 0.00001 0.00000 0.00000 (106 / 10000) - (4003)
-0.02878 -0.00788 0.00005 0.00000 0.00000 0.00000 (107 / 10000) - (4004)
-0.02874 -0.00775 0.00007 0.00000 0.00000 0.00000 (108 / 10000) - (4005)
-0.02867 -0.00760 0.00009 -0.00000 0.00000 0.00000 (109 / 10000) - (4006)
-0.02858 -0.00740 0.00010 -0.00001 0.00000 0.00000 (110 / 10000) - (4007)
-0.02845 -0.00717 0.00011 -0.00002 0.00000 0.00000 (111 / 10000) - (4008)
-0.02828 -0.00691 0.00008 -0.00003 0.00000 0.00000 (112 / 10000) - (4009)
-0.02805 -0.00660 0.00003 -0.00004 0.00000 0.00000 (113 / 10000) - (4010)
-0.02776 -0.00624 -0.00006 -0.00004 0.00000 0.00000 (114 / 10000) - (4011)
-0.02739 -0.00583 -0.00017 -0.00003 0.00000 0.00000 (115 / 10000) - (4012)
-0.02693 -0.00537 -0.00025 -0.00001 0.00000 0.00000 (116 / 10000) - (4013)
-0.02636 -0.00485 -0.00027 0.00001 0.00000 0.00000 (117 / 10000) - (4014)
-0.02567 -0.00427 -0.00018 0.00003 0.00000 0.00000 (118 / 10000) - (4015)
-0.02484 -0.00362 0.00005 0.00004 0.00000 0.00000 (119 / 10000) - (4016)
-0.02386 -0.00291 0.00034 0.00003 0.00000 0.00000 (120 / 10000) - (4017)
-0.02270 -0.00212 0.00053 0.00000 0.00000 0.00000 (121 / 10000) - (4018)
-0.02134 -0.00126 0.00045 -0.00003 0.00000 0.00000 (122 / 10000) - (4019)
-0.01977 -0.00033 0.00000 -0.00004 0.00000 0.00000 (123 / 10000) - (4020)
-0.01798 0.00066 -0.00060 0.00000 0.00000 0.00000 (124 / 10000) - (4021)
-0.01593 0.00172 -0.00092 0.00006 0.00000 0.00000 (125 / 10000) - (4022)
-0.01363 0.00281 -0.00053 0.00007 0.00000 0.00000 (126 / 10000) - (4023)
-0.01107 0.00392 0.00050 -0.00003 0.00000 0.00000 (127 / 10000) - (4024)
-0.00825 0.00504 0.00132 -0.00017 0.00000 0.00000 (128 / 10000) - (4025)
-0.00517 0.00611 0.00096 -0.00018 0.00000 0.00000 (129 / 10000) - (4026)
-0.00190 0.00710 -0.00058 0.00009 0.00000 0.00000 (130 / 10000) - (4027)
0.00157 0.00796 -0.00172 0.00041 0.00000 0.00000 (131 / 10000) - (4028)
0.00511 0.00861 -0.00092 0.00029 0.00000 0.00000 (132 / 10000) - (4029)
0.00864 0.00901 0.00110 -0.00035 0.00000 0.00000 (133 / 10000) - (4030)
0.01208 0.00911 0.00168 -0.00069 0.00000 0.00000 (134 / 10000) - (4031)
0.01515 0.00881 0.00002 -0.00005 0.00000 0.00000 (135 / 10000) - (4032)
0.01784 0.00818 -0.00126 0.00076 0.00000 0.00000 (136 / 10000) - (4033)
0.01979 0.00711 -0.00041 0.00042 0.00000 0.00000 (137 / 10000) - (4034)
0.02094 0.00571 0.00036 -0.00050 0.00000 0.00000 (138 / 10000) - (4035)
0.02112 0.00400 -0.00025 -0.00041 0.00000 0.00000 (139 / 10000) - (4036)
0.02015 0.00208 0.00025 0.00018 0.00000 0.00000 (140 / 10000) - (4037)
0.01819 0.00005 0.00138 0.00003 0.00000 0.00000 (141 / 10000) - (4038)
0.01508 -0.00196 -0.00049 0.00000 0.00000 0.00000 (142 / 10000) - (4039)
0.01118 -0.00391 -0.00224 0.00042 0.00000 0.00000 (143 / 10000) - (4040)
0.00653 -0.00566 0.00074 -0.00013 0.00000 0.00000 (144 / 10000) - (4041)
0.00148 -0.00721 0.00241 -0.00066 0.00000 0.00000 (145 / 10000) - (4042)
-0.00373 -0.00847 -0.00116 0.00030 0.00000 0.00000 (146 / 10000) - (4043)
-0.00888 -0.00948 -0.00186 0.00062 0.00000 0.00000 (147 / 10000) - (4044)
-0.01369 -0.01018 0.00152 -0.00047 0.00000 0.00000 (148 / 10000) - (4045)
-0.01805 -0.01062 0.00084 -0.00036 0.00000 0.00000 (149 / 10000) - (4046)
-0.02178 -0.01077 -0.00143 0.00050 0.00000 0.00000 (150 / 10000) - (4047)
-0.02477 -0.01064 0.00022 0.00004 0.00000 0.00000 (151 / 10000) - (4048)
-0.02701 -0.01023 0.00073 -0.00037 0.00000 0.00000 (152 / 10000) - (4049)
-0.02835 -0.00950 -0.00074 0.00017 0.00000 0.00000 (153 / 10000) - (4050)
-0.02885 -0.00848 0.00033 0.00015 0.00000 0.00000 (154 / 10000) - (4051)
-0.02837 -0.00709 0.00020 -0.00021 0.00000 0.00000 (155 / 10000) - (4052)
-0.02688 -0.00536 -0.00091 0.00005 0.00000 0.00000 (156 / 10000) - (4053)
-0.02440 -0.00330 0.00124 0.00008 0.00000 0.00000 (157 / 10000) - (4054)
-0.02077 -0.00093 -0.00042 -0.00009 0.00000 0.00000 (158 / 10000) - (4055)
-0.01605 0.00165 -0.00151 0.00016 0.00000 0.00000 (159 / 10000) - (4056)
-0.01035 0.00424 0.00284 -0.00032 0.00000 0.00000 (160 / 10000) - (4057)
-0.00380 0.00655 -0.00200 0.00031 0.00000 0.00000 (161 / 10000) - (4058)
0.00320 0.00827 -0.00083 0.00028 0.00000 0.00000 (162 / 10000) - (4059)
0.01009 0.00915 0.00307 -0.00115 0.00000 0.00000 (163 / 10000) - (4060)
0.01597 0.00879 -0.00278 0.00141 0.00000 0.00000 (164 / 10000) - (4061)
0.01980 0.00711 0.00096 -0.00070 0.00000 0.00000 (165 / 10000) - (4062)
0.02111 0.00449 -0.00025 -0.00018 0.00000 0.00000 (166 / 10000) - (4063)
0.01966 0.00132 0.00162 0.00024 0.00000 0.00000 (167 / 10000) - (4064)
0.01530 -0.00196 -0.00317 0.00032 0.00000 0.00000 (168 / 10000) - (4065)
0.00870 -0.00492 0.00305 -0.00060 0.00000 0.00000 (169 / 10000) - (4066)
0.00099 -0.00732 -0.00123 0.00027 0.00000 0.00000 (170 / 10000) - (4067)
-0.00685 -0.00909 -0.00087 0.00034 0.00000 0.00000 (171 / 10000) - (4068)
-0.01407 -0.01023 0.00203 -0.00075 0.00000 0.00000 (172 / 10000) - (4069)
-0.02012 -0.01073 -0.00213 0.00082 0.00000 0.00000 (173 / 10000) - (4070)
-0.02465 -0.01064 0.00170 -0.00066 0.00000 0.00000 (174 / 10000) - (4071)
-0.02754 -0.00997 -0.00123 0.00043 0.00000 0.00000 (175 / 10000) - (4072)
-0.02872 -0.00873 0.00100 -0.00022 0.00000 0.00000 (176 / 10000) - (4073)
-0.02817 -0.00688 -0.00111 0.00007 0.00000 0.00000 (177 / 10000) - (4074)
-0.02580 -0.00443 0.00156 -0.00000 0.00000 0.00000 (178 / 10000) - (4075)
-0.02156 -0.00141 -0.00229 0.00003 0.00000 0.00000 (179 / 10000) - (4076)
-0.01543 0.00198 0.00320 -0.00020 0.00000 0.00000 (180 / 10000) - (4077)
-0.00762 0.00532 -0.00405 0.00055 0.00000 0.00000 (181 / 10000) - (4078)
0.00128 0.00798 0.00454 -0.00105 0.00000 0.00000 (182 / 10000) - (4079)
0.01014 0.00922 -0.00429 0.00153 0.00000 0.00000 (183 / 10000) - (4080)
0.01734 0.00851 0.00307 -0.00172 0.00000 0.00000 (184 / 10000) - (4081)
0.02114 0.00590 -0.00099 0.00139 0.00000 0.00000 (185 / 10000) - (4082)
0.02040 0.00208 -0.00138 -0.00061 0.00000 0.00000 (186 / 10000) - (4083)
0.01521 -0.00202 0.00332 -0.00029 0.00000 0.00000 (187 / 10000) - (4084)
0.00688 -0.00560 -0.00436 0.00097 0.00000 0.00000 (188 / 10000) - (4085)
-0.00274 -0.00827 0.00446 -0.00127 0.00000 0.00000 (189 / 10000) - (4086)
-0.01194 -0.00994 -0.00389 0.00126 0.00000 0.00000 (190 / 10000) - (4087)
-0.01957 -0.01069 0.00297 -0.00106 0.00000 0.00000 (191 / 10000) - (4088)
-0.02503 -0.01059 -0.00194 0.00080 0.00000 0.00000 (192 / 10000) - (4089)
-0.02810 -0.00966 0.00088 -0.00056 0.00000 0.00000 (193 / 10000) - (4090)
-0.02871 -0.00791 0.00022 0.00038 0.00000 0.00000 (194 / 10000) - (4091)
-0.02679 -0.00529 -0.00141 -0.00022 0.00000 0.00000 (195 / 10000) - (4092)
-0.02226 -0.00186 0.00264 0.00002 0.00000 0.00000 (196 / 10000) - (4093)
-0.01514 0.00211 -0.00352 0.00029 0.00000 0.00000 (197 / 10000) - (4094)
-0.00582 0.00591 0.00321 -0.00059 0.00000 0.00000 (198 / 10000) - (4095)
0.00453 0.00848 -0.00100 0.00037 0.00000 0.00000 (199 / 10000) - (4096)
0.01401 0.00895 -0.00181 0.00072 0.00000 0.00000 (200 / 10000) - (4097)
0.02038 0.00694 0.00190 -0.00167 0.00000 0.00000 (201 / 10000) - (4098)
0.02116 0.00281 0.00156 0.00100 0.00000 0.00000 (202 / 10000) - (4099)
-0.00696 -0.00831 0.00000 0.00000 0.00000 0.00000 (203 / 10000) - (4100)
-0.00701 -0.00832 -0.00005 0.00002 0.00000 0.00000 (204 / 10000) - (4101)
-0.00715 -0.00835 -0.00009 0.00003 0.00000 0.00000 (205 / 10000) - (4102)
-0.00739 -0.00839 -0.00013 0.00004 0.00000 0.00000 (206 / 10000) - (4103)
-0.00772 -0.00844 -0.00016 0.00005 0.00000 0.00000 (207 / 10000) - (4104)
-0.00814 -0.00851 -0.00018 0.00006 0.00000 0.00000 (208 / 10000) - (4105)
-0.00864 -0.00859 -0.00017 0.00006 0.00000 0.00000 (209 / 10000) - (4106)
-0.00924 -0.00869 -0.00014 0.00006 0.00000 0.00000 (210 / 10000) - (4107)
-0.00991 -0.00879 -0.00008 0.00004 0.00000 0.00000 (211 / 10000) - (4108)
-0.01066 -0.00889 0.00003 0.00001 0.00000 0.00000 (212 / 10000) - (4109)
-0.01149 -0.00900 0.00016 -0.00004 0.00000 0.00000 (213 / 10000) - (4110)
-0.01237 -0.00910 0.00030 -0.00009 0.00000 0.00000 (214 / 10000) - (4111)
-0.01332 -0.00920 0.00043 -0.00014 0.00000 0.00000 (215 / 10000) - (4112)
-0.01431 -0.00930 0.00052 -0.00018 0.00000 0.00000 (216 / 10000) - (4113)
-0.01534 -0.00938 0.00052 -0.00019 0.00000 0.00000 (217 / 10000) - (4114)
-0.01639 -0.00944 0.00042 -0.00017 0.00000 0.00000 (218 / 10000) - (4115)
-0.01745 -0.00948 0.00021 -0.00011 0.00000 0.00000 (219 / 10000) - (4116)
-0.01851 -0.00949 -0.00007 -0.00001 0.00000 0.00000 (220 / 10000) - (4117)
-0.01955 -0.00947 -0.00034 0.00009 0.00000 0.00000 (221 / 10000) - (4118)
-0.02056 -0.00942 -0.00049 0.00018 0.00000 0.00000 (222 / 10000) - (4119)
-0.02152 -0.00933 -0.00047 0.00020 0.00000 0.00000 (223 / 10000) - (4120)
-0.02240 -0.00919 -0.00025 0.00016 0.00000 0.00000 (224 / 10000) - (4121)
-0.02319 -0.00899 0.00006 0.00005 0.00000 0.00000 (225 / 10000) - (4122)
-0.02387 -0.00873 0.00032 -0.00007 0.00000 0.00000 (226 / 10000) - (4123)
-0.02442 -0.00841 0.00037 -0.00016 0.00000 0.00000 (227 / 10000) - (4124)
-0.02482 -0.00802 0.00016 -0.00016 0.00000 0.00000 (228 / 10000) - (4125)
-0.02504 -0.00755 -0.00016 -0.00008 0.00000 0.00000 (229 / 10000) - (4126)
-0.02506 -0.00699 -0.00036 0.00004 0.00000 0.00000 (230 / 10000) - (4127)
-0.02487 -0.00634 -0.00020 0.00013 0.00000 0.00000 (231 / 10000) - (4128)
-0.02443 -0.00560 0.00022 0.00012 0.00000 0.00000 (232 / 10000) - (4129)
-0.02371 -0.00474 0.00054 0.00003 0.00000 0.00000 (233 / 10000) - (4130)
-0.02270 -0.00379 0.00035 -0.00007 0.00000 0.00000 (234 / 10000) - (4131)
-0.02139 -0.00273 -0.00037 -0.00009 0.00000 0.00000 (235 / 10000) - (4132)
-0.01973 -0.00157 -0.00095 -0.00000 0.00000 0.00000 (236 / 10000) - (4133)
-0.01770 -0.00032 -0.00061 0.00008 0.00000 0.00000 (237 / 10000) - (4134)
-0.01533 0.00100 0.00066 0.00002 0.00000 0.00000 (238 / 10000) - (4135)
-0.01259 0.00236 0.00156 -0.00013 0.00000 0.00000 (239 / 10000) - (4136)
-0.00946 0.00371 0.00074 -0.00014 0.00000 0.00000 (240 / 10000) - (4137)
-0.00604 0.00502 -0.00132 0.00017 0.00000 0.00000 (241 / 10000) - (4138)
-0.00234 0.00621 -0.00209 0.00043 0.00000 0.00000 (242 / 10000) - (4139)
0.00153 0.00716 -0.00013 0.00008 0.00000 0.00000 (243 / 10000) - (4140)
0.00547 0.00789 0.00221 -0.00064 0.00000 0.00000 (244 / 10000) - (4141)
0.00928 0.00820 0.00153 -0.00060 0.00000 0.00000 (245 / 10000) - (4142)
0.01274 0.00809 -0.00117 0.00048 0.00000 0.00000 (246 / 10000) - (4143)
0.01576 0.00758 -0.00162 0.00097 0.00000 0.00000 (247 / 10000) - (4144)
0.01780 0.00651 0.00021 -0.00005 0.00000 0.00000 (248 / 10000) - (4145)
0.01911 0.00513 0.00044 -0.00081 0.00000 0.00000 (249 / 10000) - (4146)
0.01899 0.00334 -0.00035 -0.00014 0.00000 0.00000 (250 / 10000) - (4147)
0.01788 0.00140 0.00097 0.00028 0.00000 0.00000 (251 / 10000) - (4148)
0.01540 -0.00064 0.00133 -0.00010 0.00000 0.00000 (252 / 10000) - (4149)
0.01198 -0.00262 -0.00182 0.00021 0.00000 0.00000 (253 / 10000) - (4150)
0.00767 -0.00445 -0.00213 0.00049 0.00000 0.00000 (254 / 10000) - (4151)
0.00285 -0.00604 0.00209 -0.00049 0.00000 0.00000 (255 / 10000) - (4152)
-0.00224 -0.00735 0.00215 -0.00066 0.00000 0.00000 (256 / 10000) - (4153)
-0.00722 -0.00835 -0.00205 0.00060 0.00000 0.00000 (257 / 10000) - (4154)
-0.01193 -0.00904 -0.00147 0.00056 0.00000 0.00000 (258 / 10000) - (4155)
-0.01609 -0.00940 0.00180 -0.00060 0.00000 0.00000 (259 / 10000) - (4156)
-0.01957 -0.00946 0.00051 -0.00032 0.00000 0.00000 (260 / 10000) - (4157)
-0.02228 -0.00918 -0.00127 0.00052 0.00000 0.00000 (261 / 10000) - (4158)
-0.02406 -0.00858 0.00038 0.00007 0.00000 0.00000 (262 / 10000) - (4159)
-0.02498 -0.00766 0.00037 -0.00038 0.00000 0.00000 (263 / 10000) - (4160)
-0.02480 -0.00637 -0.00080 0.00011 0.00000 0.00000 (264 / 10000) - (4161)
-0.02372 -0.00477 0.00087 0.00019 0.00000 0.00000 (265 / 10000) - (4162)
-0.02145 -0.00281 0.00016 -0.00017 0.00000 0.00000 (266 / 10000) - (4163)
-0.01817 -0.00060 -0.00193 0.00008 0.00000 0.00000 (267 / 10000) - (4164)
-0.01382 0.00177 0.00189 -0.00006 0.00000 0.00000 (268 / 10000) - (4165)
-0.00847 0.00410 0.00109 -0.00023 0.00000 0.00000 (269 / 10000) - (4166)
-0.00245 0.00622 -0.00370 0.00073 0.00000 0.00000 (270 / 10000) - (4167)
0.00388 0.00763 0.00233 -0.00058 0.00000 0.00000 (271 / 10000) - (4168)
0.00995 0.00820 0.00160 -0.00069 0.00000 0.00000 (272 / 10000) - (4169)
0.01519 0.00785 -0.00291 0.00158 0.00000 0.00000 (273 / 10000) - (4170)
0.01828 0.00621 0.00112 -0.00090 0.00000 0.00000 (274 / 10000) - (4171)
0.01909 0.00380 -0.00041 -0.00027 0.00000 0.00000 (275 / 10000) - (4172)
0.01762 0.00096 0.00212 0.00027 0.00000 0.00000 (276 / 10000) - (4173)
0.01334 -0.00196 -0.00266 0.00023 0.00000 0.00000 (277 / 10000) - (4174)
0.00726 -0.00456 -0.00006 0.00010 0.00000 0.00000 (278 / 10000) - (4175)
0.00042 -0.00671 0.00329 -0.00096 0.00000 0.00000 (279 / 10000) - (4176)
-0.00656 -0.00825 -0.00394 0.00123 0.00000 0.00000 (280 / 10000) - (4177)
-0.01288 -0.00913 0.00230 -0.00070 0.00000 0.00000 (281 / 10000) - (4178)
-0.01812 -0.00944 -0.00018 -0.00009 0.00000 0.00000 (282 / 10000) - (4179)
-0.02205 -0.00921 -0.00089 0.00056 0.00000 0.00000 (283 / 10000) - (4180)
-0.02437 -0.00839 0.00088 -0.00059 0.00000 0.00000 (284 / 10000) - (4181)
-0.02494 -0.00697 -0.00073 0.00039 0.00000 0.00000 (285 / 10000) - (4182)
-0.02383 -0.00500 0.00106 -0.00015 0.00000 0.00000 (286 / 10000) - (4183)
-0.02106 -0.00253 -0.00193 0.00002 0.00000 0.00000 (287 / 10000) - (4184)
-0.01656 0.00035 0.00295 -0.00009 0.00000 0.00000 (288 / 10000) - (4185)
-0.01039 0.00336 -0.00346 0.00031 0.00000 0.00000 (289 / 10000) - (4186)
-0.00297 0.00602 0.00276 -0.00044 0.00000 0.00000 (290 / 10000) - (4187)
0.00488 0.00774 -0.00087 0.00016 0.00000 0.00000 (291 / 10000) - (4188)
0.01209 0.00811 -0.00106 0.00057 0.00000 0.00000 (292 / 10000) - (4189)
0.01740 0.00692 0.00145 -0.00121 0.00000 0.00000 (293 / 10000) - (4190)
0.01949 0.00427 0.00021 0.00112 0.00000 0.00000 (294 / 10000) - (4191)
0.01759 0.00078 -0.00279 -0.00029 0.00000 0.00000 (295 / 10000) - (4192)
0.01207 -0.00272 0.00467 -0.00068 0.00000 0.00000 (296 / 10000) - (4193)
0.00428 -0.00566 -0.00510 0.00122 0.00000 0.00000 (297 / 10000) - (4194)
-0.00416 -0.00777 0.00438 -0.00126 0.00000 0.00000 (298 / 10000) - (4195)
-0.01194 -0.00901 -0.00325 0.00102 0.00000 0.00000 (299 / 10000) - (4196)
-0.01821 -0.00942 0.00224 -0.00071 0.00000 0.00000 (300 / 10000) - (4197)
-0.02251 -0.00903 -0.00157 0.00047 0.00000 0.00000 (301 / 10000) - (4198)
